939172681|AA|CCRN|Critical Care Registered Nurse|1|4|7|30|335:4
869280404|MMI|5.18|Consciousness clear|C0239110|[fndg]|["ALERT"-tx-3-"alert"-verb-0]|TX|511/5|
869280404|MMI|5.18|Doing housework|C1571726|[dora]|["Housework"-tx-2-"housework"-noun-0]|TX|284/9|
869280404|MMI|5.18|Memory impairment|C0233794|[mobd]|["memory problems"-tx-1-"memory problems"-noun-0]|TX|65/15|
869280404|MMI|5.18|Patient Visit|C1512346|[hlca]|["visit"-tx-2-"visits"-verb-0]|TX|304/6|
869280404|MMI|5.18|Presenile dementia|C0011265|[mobd]|["dementia"-tx-1-"dementia"-noun-0]|TX|114/8|
869280404|MMI|5.18|Provide (product)|C0359589|[food]|["provides"-tx-2-"provides"-verb-0]|TX|132/8|
869280404|MMI|5.18|Screening procedure|C0220908|[hlca]|["screen"-tx-3-"screen"-noun-0]|TX|558/6|
869280404|MMI|5.18|Visit|C0545082|[bhvr]|["Visits"-tx-2-"visits"-verb-0]|TX|304/6|
869280404|MMI|3.98|desire|C0871633|[menp]|["desire"-tx-3-"desired"-verb-0]|TX|569/7|
869280404|MMI|3.56|Sounds device|C0175663|[medd]|["Sound, NOS"-tx-3-"sound"-adj-0]|TX|595/5|
869280404|MMI|3.43|Negative Surgical Margin|C1709157|[fndg]|["Clear"-tx-2-"clear"-adj-0]|TX|143/5|
1211876388|MMI|40.30|Pharmacy facility|C0031322|[hcro]|["Pharmacies"-tx-1-"Pharmacies"-noun-0,"Pharmacy"-tx-1-"pharmacy"-noun-0]|TX|14/10;[96/8],[199/8],[422/8]|N02.278.678
1211876388|MMI|39.32|Pharmacist|C0031323|[prog]|["PHARMACIST"-tx-1-"Pharmacist"-noun-0,"PHARMACIST"-tx-1-"pharmacist"-noun-0]|TX|247/10;[651/10],[714/10]|M01.526.485.780;N02.360.780
1211876388|MMI|32.27|Writing (occupation or discipline)|C0043266|[ocdi]|["write"-tx-1-"written"-adj-0]|TX|[258/7],[662/7]|L01.143.506.423.906
1211876388|MMI|29.79|Pharmaceutical Services|C0031321|[hlca]|["Pharmacy"-tx-1-"pharmacy"-noun-0]|TX|[96/8],[199/8],[422/8]|N02.421.668
1211876388|MMI|26.18|Prescription procedure|C0033080|[hlca]|["Prescriptions"-tx-1-"prescriptions"-noun-0]|TX|[119/13],[382/13]|N02.421.668.778
1211876388|MMI|26.08|Set (Psychology)|C0036849|[menp]|["Set"-tx-1-"Set"-noun-0]|TX|[487/3],[535/3]|F02.463.425.838
1211876388|MMI|25.94|3-bromoacetoxyandrostan-17-one|C0645690|[orch,phsu]|["BrAnd"-tx-1-"brand"-noun-0]|TX|[224/5],[604/5]|x.x.x.x
1211876388|MMI|23.78|Medications:-:Point in time:^Patient:-|C2598133|[clna]|["Medications"-tx-1-"medications"-noun-0]|TX|[315/11],[521/11],[567/11],[610/11],[694/11],[738/11]|
1211876388|MMI|23.78|Medications:Presence or Identity:Duration of the study:^Patient:Nominal|C0802604|[clna]|["Medications"-tx-1-"medications"-noun-0]|TX|[315/11],[521/11],[567/11],[610/11],[694/11],[738/11]|
1211876388|MMI|20.17|Pharmacy (field)|C0031336|[bmod]|["Pharmacy"-tx-1-"pharmacy"-noun-0]|TX|[96/8],[199/8],[422/8]|H02.646
1211876388|MMI|19.88|Disease|C0012634|[dsyn]|["condition"-tx-1-"condition"-noun-0,"condition"-tx-1-"conditions"-noun-0]|TX|302/9;679/10|C23.550.288
1211876388|MMI|14.64|Comprehension|C0162340|[menp]|["Understand"-tx-1-"understand"-verb-0]|TX|286/10|F02.463.188.357
1211876388|MMI|14.64|Secure - resin cement|C0659450|[bodm]|["secure"-tx-1-"secure"-adj-0]|TX|354/6|x.x.x.x
1211876388|MMI|13.05|Family|C0015576|[famg]|["Family"-tx-1-"family"-noun-0]|TX|49/6|F01.829.263;I01.880.853.150
1211876388|MMI|7.19|Condition:Find:Pt:^Patient:Nom|C3864998|[clna]|["Condition"-tx-1-"condition"-noun-0,"Condition"-tx-1-"conditions"-noun-0]|TX|302/9;679/10|
1211876388|MMI|7.15|Prescriptions:Finding:Point in time:^Patient:Narrative|C2741652|[clna]|["Prescriptions"-tx-1-"prescriptions"-noun-0]|TX|[119/13],[382/13]|
1211876388|MMI|6.89|Write - language ability|C1576875|[fndg]|["Write"-tx-1-"written"-adj-0]|TX|[258/7],[662/7]|
1211876388|MMI|6.89|Writing (function)|C2584304|[menp]|["Write"-tx-1-"written"-adj-0]|TX|[258/7],[662/7]|
1211876388|MMI|5.18|Adverse effects|C0879626|[patf]|["Side effects"-tx-1-"side effects"-noun-0]|TX|754/12|
1211876388|MMI|5.18|Secure feeling|C3146231|[menp]|["Secure"-tx-1-"secure"-adj-0]|TX|354/6|
1211876388|MMI|5.18|Take|C1515187|[hlca]|["Take"-tx-1-"take"-verb-0]|TX|557/4|
1211876388|MMI|3.56|Does communicate|C0566001|[fndg]|["communicate"-tx-1-"communicate"-verb-0]|TX|68/11|
1211876388|MMI|3.50|Rx therapy|C2709207|[topp]|["Rx"-tx-1-"Rx"-noun-0]|TX|474/2|
1211876388|MMI|3.44|DRUGS|C3687832|[topp]|["DRUGS"-tx-1-"drugs"-noun-0]|TX|230/5|
1211876388|MMI|3.42|20%|C3842589|[fndg]|["20%"-tx-1-"20"-comma_integer-0]|TX|644/2|
1211876388|MMI|3.42|Independently able|C1299583|[fndg]|["Independent"-tx-1-"independent"-adj-0]|TX|410/11|
1119567941|MMI|101.25|International Normalized Ratio|C0525032|[lbpr]|["INR"-tx-1-"INR"-noun-0]|TX|[166/3],[251/3],[433/3],[509/3],[532/3]|E01.370.225.625.115.320;E05.200.625.115.320
1119567941|MMI|22.36|Warfarin|C0043031|[hops,orch,phsu]|["WARFARIN"-tx-1-"warfarin"-noun-0]|TX|86/8|D03.383.663.283.446.520.914;D03.438.150.446.520.914
1119567941|MMI|19.86|Health Personnel|C0018724|[prog]|["Providers, Healthcare"-tx-1-"health care providers"-noun-0,"healthcare professionals"-tx-1-"healthcare professionals"-noun-0]|TX|28/21;573/24|M01.526.485;N02.360
1119567941|MMI|18.41|Integrated Neuromusculoskeletal Release|C1704538|[topp]|["INR"-tx-1-"INR"-noun-0]|TX|[166/3],[251/3],[433/3],[509/3],[532/3]|
1119567941|MMI|12.92|Diet|C0012155|[food]|["Diet"-tx-1-"diet"-noun-0]|TX|463/4|G07.203.650.240
1119567941|MMI|9.91|Libraries|C0023621|[mnob,orgt]|["Library"-tx-1-"library"-noun-0]|TX|468/7|L01.346.596
1119567941|MMI|9.77|Diet therapy|C0012159|[hlca]|["Diet"-tx-1-"diet"-noun-0]|TX|463/4|E02.642.249
1119567941|MMI|8.34|Patients|C0030705|[podg]|["Patients"-tx-1-"patients"-noun-0]|TX|15/8|M01.643
1119567941|MMI|6.71|History|C0019664|[ocdi]|["History"-tx-1-"history"-noun-0]|TX|556/7|K01.400
1119567941|MMI|5.18|Notifications|C0422202|[hlca]|["Notifications"-tx-1-"notifications"-noun-0]|TX|222/13|
1119567941|MMI|3.68|Medical Devices|C0025080|[medd]|["DEVICE"-tx-1-"device"-noun-0]|TX|143/6|E07
1119567941|MMI|3.63|Experimental Result|C2825142|[fndg]|["Result"-tx-1-"results"-noun-0]|TX|536/7|
1119567941|MMI|3.62|Treatment with Vitamin K antagonist|C1096489|[topp]|["vitamin k antagonist"-tx-1-"Vitamin K Antagonist"-noun-0]|TX|98/20|
1119567941|MMI|3.60|Alert brand of caffeine|C0718338|[orch,phsu]|["alerts"-tx-1-"alerts"-noun-0]|TX|210/6|
1119567941|MMI|3.60|Consciousness clear|C0239110|[fndg]|["alerts"-tx-1-"alerts"-noun-0]|TX|210/6|
1119567941|MMI|3.57|Therapeutic procedure|C0087111|[topp]|["Therapeutic"-tx-1-"therapeutic"-noun-0]|TX|67/11|E02
1119567941|MMI|3.55|History of present illness|C0262512|[orga]|["History, NOS"-tx-1-"history"-noun-0]|TX|556/7|
1119567941|MMI|3.55|History of previous events|C2004062|[fndg]|["History"-tx-1-"history"-noun-0]|TX|556/7|
1119567941|MMI|3.55|Medical History|C0262926|[fndg]|["History"-tx-1-"history"-noun-0]|TX|556/7|
1119567941|MMI|3.55|Electrical Current|C1705970|[npop]|["Current"-tx-1-"current"-adj-0]|TX|425/7|
1119567941|MMI|3.50|Clinic / Center - Mobile|C1552449|[hcro,mnob]|["Mobile"-tx-1-"mobile"-adj-0]|TX|136/6|
1119567941|MMI|3.50|Lipid R1 MRI|C4049704|[diap]|["MOBILE"-tx-1-"mobile"-adj-0]|TX|136/6|
1119567941|MMI|3.48|Target Lesion Identification|C2986546|[diap]|["TARGET"-tx-1-"target"-noun-0]|TX|502/6|
1119567941|MMI|3.46|Treating Physician|C1710470|[prog]|["Treating Physician"-tx-1-"treating physician"-noun-0]|TX|339/18|
1119567941|MMI|3.46|Basal Diet|C2983588|[food]|["DIET"-tx-1-"diet"-noun-0]|TX|463/4|
1119567941|MMI|3.46|Diet (animal life circumstance)|C3668949|[food]|["Diet"-tx-1-"diet"-noun-0]|TX|463/4|
1119567941|MMI|3.46|Special Diet Therapy|C1519433|[topp]|["DIET"-tx-1-"diet"-noun-0]|TX|463/4|
1119567941|MMI|3.44|Dose number:Number:Point in time:^Patient:Quantitative|C1114758|[clna]|["Dose #"-tx-1-"dosing"-adj-0]|TX|182/6|
408979176|MMI|32.73|Venous Thromboembolism|C1861172|[patf]|["VENOUS THROMBOEMBOLISM"-tx-2-"venous thromboembolism"-noun-0,"Venous Thromboembolic Event"-tx-2-"venous thromboembolic events"-noun-0]|TX|1243/22;463/28|C14.907.355.590.700
408979176|MMI|30.42|Aspirin|C0004057|[orch,phsu]|["ASPIRIN"-tx-2-"aspirin"-noun-0]|TX|1323/7|D02.455.426.559.389.657.410.595.176
408979176|MMI|26.25|Atrial Fibrillation|C0004238|[dsyn]|["ATRIAL FIBRILLATION"-tx-2-"Atrial fibrillation"-noun-0,"ATRIAL FIBRILLATION"-tx-2-"atrial fibrillation"-noun-0]|TX|1134/19;895/19|C14.280.067.198;C23.550.073.198
408979176|MMI|24.11|Warfarin|C0043031|[hops,orch,phsu]|["WARFARIN"-tx-2-"warfarin"-noun-0]|TX|1443/8|D03.383.663.283.446.520.914;D03.438.150.446.520.914
408979176|MMI|22.35|Unmarried|C0087136|[fndg]|["single"-tx-1-"single"-adj-0]|TX|237/6|F01.829.263.315.500.725;I01.240.361.500.725;I01.880.853.150.423.500.725;M01.785;N01.224.361.500.725;N01.824.308.500.725
408979176|MMI|20.95|Dalteparin|C0206461|[orch,phsu]|["DALTEPARIN"-tx-2-"dalteparin"-noun-0]|TX|1427/10|D09.698.373.400.300.150
408979176|MMI|20.95|Enoxaparin|C0206460|[orch,phsu]|["Enoxaparine"-tx-2-"enoxaparin"-noun-0]|TX|1415/10|D09.698.373.400.300.200
408979176|MMI|20.95|Peripheral Arterial Diseases|C1704436|[dsyn]|["Peripheral Arterial Disease"-tx-2-"peripheral arterial disease"-noun-0]|TX|1214/27|C14.907.137.126.307.500;C14.907.617.671
408979176|MMI|19.92|Disease|C0012634|[dsyn]|["Disease"-tx-2-"disease"-noun-0,"Diseases"-tx-2-"Diseases"-noun-0]|TX|286/7;1124/8|C23.550.288
408979176|MMI|19.58|Transient Cerebral Ischemia|C0917805|[dsyn]|["Transient ischemic attack"-tx-2-"transient ischemic attack"-noun-0]|TX|1187/25|C10.228.140.300.150.836;C14.907.253.092.836
408979176|MMI|19.58|Transient Ischemic Attack|C0007787|[dsyn]|["Transient ischaemic attack"-tx-2-"transient ischemic attack"-noun-0]|TX|1187/25|C10.228.140.300.150.836;C14.907.253.092.836
408979176|MMI|19.56|Disease Management|C0376636|[hlca]|["management"-tx-2-"management"-noun-0]|TX|[795/10],[915/10]|N04.590.607
408979176|MMI|17.80|Coronary Arteriosclerosis|C0010054|[dsyn]|["coronary artery disease"-tx-2-"coronary artery disease"-noun-0]|TX|1155/23|C14.280.647.250.260;C14.907.137.126.339;C14.907.585.250.260
408979176|MMI|17.80|Coronary Artery Disease|C1956346|[dsyn]|["CORONARY ARTERY DISEASE"-tx-2-"coronary artery disease"-noun-0]|TX|1155/23|C14.280.647.250.260;C14.907.137.126.339;C14.907.585.250.260
408979176|MMI|17.80|Deep Vein Thrombosis|C0149871|[dsyn]|["DEEP VEIN THROMBOSIS"-tx-2-"deep vein thrombosis"-noun-0]|TX|1267/20|C14.907.355.830.925
408979176|MMI|17.80|Pulmonary Embolism|C0034065|[dsyn]|["PULMONARY EMBOLISM"-tx-2-"pulmonary embolism"-noun-0]|TX|1289/18|C08.381.746;C14.907.355.350.700
408979176|MMI|16.08|Cerebrovascular accident|C0038454|[dsyn]|["STROKE"-tx-2-"stroke"-noun-0]|TX|1180/6|C10.228.140.300.775;C14.907.253.855
408979176|MMI|16.03|Clotrimazole|C0009074|[orch,phsu]|["CLOT"-tx-1-"Clot"-noun-0]|TX|198/4|D03.383.129.308.175
408979176|MMI|14.64|Coronary heart disease|C0010068|[dsyn]|["Coronary (artery) disease"-tx-2-"coronary artery disease"-noun-0]|TX|1155/23|C14.280.647.250;C14.907.585.250
408979176|MMI|14.64|Heparin|C0019134|[bacs,orch,phsu]|["HEPARIN"-tx-2-"heparin"-noun-0]|TX|1406/7|D09.698.373.400
408979176|MMI|14.64|clopidogrel|C0070166|[orch,phsu]|["CLOPIDOGREL"-tx-2-"clopidogrel"-noun-0]|TX|1356/11|x.x.x.x
408979176|MMI|14.64|dabigatran|C2348066|[orch,phsu]|["DABIGATRAN"-tx-2-"dabigatran"-noun-0]|TX|1380/10|D03.383.725.192;D03.438.103.280
408979176|MMI|14.64|fondaparinux|C1098510|[orch,phsu]|["FONDAPARINUX"-tx-2-"fondaparinux"-noun-0]|TX|1392/12|x.x.x.x
408979176|MMI|12.89|Primary Prevention|C0033144|[topp]|["PRIMARY PREVENTION"-tx-2-"primary prevention"-noun-0]|TX|1010/18|N02.421.726.758;N06.850.780.680
408979176|MMI|12.88|Universal varnish|C0173021|[bodm,orch]|["Universal"-tx-1-"Universal"-adj-0]|TX|178/9|x.x.x.x
408979176|MMI|12.88|Cardiology discipline|C0007189|[bmod]|["Cardiology"-tx-2-"Cardiology"-noun-0]|TX|870/10|H02.403.429.163
408979176|MMI|12.88|Chest|C0817096|[blor]|["CHEST"-tx-2-"Chest"-noun-0]|TX|724/5|A01.923.761;A02.835.232.904
408979176|MMI|12.88|Product Labeling|C0033263|[ocac]|["Labeling"-tx-2-"labeling"-noun-0]|TX|689/8|J01.576.761.700
408979176|MMI|11.49|Drug Kinetics|C0031327|[phsf]|["mechanism of action"-tx-2-"mechanism of action"-noun-0]|TX|524/19|G03.787;G07.690.725
408979176|MMI|11.49|Peripheral Vascular Diseases|C0085096|[dsyn]|["peripheral arterial disease"-tx-2-"peripheral arterial disease"-noun-0]|TX|1214/27|C14.907.617
408979176|MMI|9.76|Arteries|C0003842|[bpoc]|["Arterial"-tx-2-"arterial"-adj-0]|TX|450/8|A07.231.114
408979176|MMI|9.72|Societies|C0037455|[orgt]|["society"-tx-2-"Society"-noun-0]|TX|859/7|N03.540.828
408979176|MMI|7.22|Atrial Fibrillation Adverse Event|C1963067|[fndg]|["Atrial fibrillation"-tx-2-"Atrial fibrillation"-noun-0,"Atrial fibrillation"-tx-2-"atrial fibrillation"-noun-0]|TX|1134/19;895/19|
408979176|MMI|7.22|Atrial Fibrillation by ECG Finding|C0344434|[lbtr]|["Atrial Fibrillation"-tx-2-"Atrial fibrillation"-noun-0,"Atrial Fibrillation"-tx-2-"atrial fibrillation"-noun-0]|TX|1134/19;895/19|
408979176|MMI|6.87|Administration occupational activities|C0001554|[ocac]|["Management"-tx-2-"management"-noun-0]|TX|[795/10],[915/10]|
408979176|MMI|6.87|Management Occupations|C3273539|[ocdi]|["Management"-tx-2-"management"-noun-0]|TX|[795/10],[915/10]|
408979176|MMI|6.87|Management procedure|C1273870|[ocac]|["Management"-tx-2-"management"-noun-0]|TX|[795/10],[915/10]|
408979176|MMI|5.18|Administration procedure|C1533734|[topp]|["Treatment"-tx-2-"treatment"-noun-0]|TX|422/9|
408979176|MMI|5.18|Cover Device Component|C1707529|[medd]|["Cover"-tx-2-"Covers"-verb-0]|TX|415/6|
408979176|MMI|5.18|Covers (device)|C0180153|[medd]|["covers"-tx-2-"Covers"-verb-0]|TX|415/6|
408979176|MMI|5.18|Medications:-:Point in time:^Patient:-|C2598133|[clna]|["Medications"-tx-2-"Medications"-noun-0]|TX|1310/11|
408979176|MMI|5.18|Medications:Presence or Identity:Duration of the study:^Patient:Nominal|C0802604|[clna]|["Medications"-tx-2-"Medications"-noun-0]|TX|1310/11|
408979176|MMI|5.18|Provide (product)|C0359589|[food]|["provides"-tx-2-"provides"-verb-0]|TX|379/8|
408979176|MMI|5.18|Therapeutic procedure|C0087111|[topp]|["Treatment"-tx-2-"treatment"-noun-0]|TX|422/9|E02
408979176|MMI|5.18|heparin, porcine|C0770546|[bacs,orch,phsu]|["HEPARIN"-tx-2-"heparin"-noun-0]|TX|1406/7|
408979176|MMI|5.18|intended - ParticipationSignature|C1551357|[fndg]|["intended"-tx-1-"intended"-verb-0]|TX|67/8|
408979176|MMI|5.18|prasugrel|C1620287|[orch,phsu]|["PRASUGREL"-tx-2-"prasugrel"-noun-0]|TX|1369/9|
408979176|MMI|5.18|treatment - ActInformationManagementReason|C3887704|[hlca]|["treatment"-tx-2-"treatment"-noun-0]|TX|422/9|
408979176|MMI|3.98|Dose number:Number:Point in time:^Patient:Quantitative|C1114758|[clna]|["Dose #"-tx-2-"dosing"-verb-0]|TX|516/6|
408979176|MMI|3.59|Prophylactic treatment|C0199176|[topp]|["Prevention"-tx-2-"prevention"-noun-0]|TX|436/10|
408979176|MMI|3.55|Body structure|C1268086|[anst]|["Body"-tx-2-"body"-noun-0]|TX|630/4|
408979176|MMI|3.55|Human body structure|C0460148|[anst]|["Body"-tx-2-"body"-noun-0]|TX|630/4|
408979176|MMI|3.55|Practitioner|C1709627|[prog]|["Practitioner"-tx-1-"practitioner"-noun-0]|TX|96/12|
408979176|MMI|3.55|Guide device|C0302614|[medd]|["Guide"-tx-1-"guide"-noun-0]|TX|34/5|
408979176|MMI|3.55|Professional guide|C0181090|[prog]|["Guide"-tx-1-"guide"-noun-0]|TX|34/5|
408979176|MMI|3.50|Adverse effects|C0879626|[patf]|["Adverse effects"-tx-2-"adverse effects"-noun-0]|TX|587/15|
408979176|MMI|3.50|Application procedure|C0185125|[hlca]|["Application"-tx-2-"Application"-noun-0]|TX|1103/11|
408979176|MMI|3.49|THROMBOPHILIA DUE TO THROMBIN DEFECT|C3160733|[fndg]|["VENOUS Thromboembolic Event"-tx-2-"venous thromboembolic events"-noun-0]|TX|463/28|
408979176|MMI|3.49|Thromboembolism of vein|C1997614|[patf]|["Venous Thromboembolic Event"-tx-2-"venous thromboembolic events"-noun-0]|TX|463/28|
408979176|MMI|3.44|Cardiovascular event|C1320716|[fndg]|["cardiovascular events"-tx-2-"cardiovascular events"-noun-0]|TX|1032/21|
408979176|MMI|3.44|ST Elevation Myocardial Infarction by ECG Finding|C3538872|[fndg]|["ST ELEVATION MYOCARDIAL INFARCTION"-tx-2-"ST-elevation myocardial infarction"-noun-0]|TX|809/34|
408979176|MMI|3.44|Data call receiving device|C3245479|[medd]|["data"-tx-2-"data"-noun-0]|TX|402/4|
408979176|MMI|3.44|American College of Physicians|C1527272|[prog]|["American College of Physicians"-tx-2-"American College of Physicians"-noun-0]|TX|704/19,730/10|
408979176|MMI|3.42|Blood Clot|C0302148|[bdsu]|["Clot"-tx-1-"Clot"-noun-0]|TX|198/4|
408979176|MMI|3.42|Rx therapy|C2709207|[topp]|["Rx"-tx-1-"Rx"-noun-0]|TX|203/2|
408979176|MMI|3.42|Cardiology service|C3887620|[hcro]|["Cardiology"-tx-2-"Cardiology"-noun-0]|TX|870/10|
408979176|MMI|3.41|Anterior thoracic region|C1527391|[blor]|["Chest"-tx-2-"Chest"-noun-0]|TX|724/5|
408979176|MMI|3.41|psychosocial labeling|C1167624|[menp]|["labeling"-tx-2-"labeling"-noun-0]|TX|689/8|
644241230|AA|APNS|Apple Push Notification Service|1|4|7|31|945:4
644241230|MMI|61.40|transportation industry|C0040756|[orgt]|["Transportation"-tx-13-"Transportation"-noun-0,"transportation industry"-tx-13-"transportation industry"-noun-0,"Transportation"-tx-12-"Transportation"-noun-0,"Transportation"-tx-12-"transportation"-noun-0,"Transportation"-tx-11-"Transportation"-noun-0,"Transportation"-tx-1-"Transportation"-noun-0,"Transportation"-tx-1-"transportation"-noun-0]|TX|1763/14;1802/23;1658/14;1720/14;1472/14;[42/14],[519/14];328/14|J01.937
644241230|MMI|57.91|Apple|C1095830|[food]|["APPLE"-tx-7-"Apple"-noun-0,"APPLE"-tx-5-"Apple"-noun-0]|TX|1064/5;912/5|B01.650.940.800.575.100.842.500.444
644241230|MMI|53.18|Gray Platelet Syndrome|C0272302|[dsyn]|["GPS"-tx-13-"GPS"-noun-0,"GPS"-tx-9-"GPS"-noun-0,"GPS"-tx-6-"GPS"-noun-0]|TX|1988/3;[1218/3],[1256/3];1018/3|C15.378.140.427;C16.320.099.417
644241230|MMI|42.95|Hybrids|C0020205|[orgm]|["Hybrids"-tx-13-"Hybrids"-noun-0,"Hybrid"-tx-12-"Hybrid"-noun-0,"Hybrid"-tx-11-"Hybrid"-noun-0,"Hybrid"-tx-1-"Hybrid"-noun-0]|TX|1743/7;1613/6;1445/6;[1/6],[95/6],[391/6]|B05.200
644241230|MMI|32.04|Medical service|C0199168|[hlca]|["Medical"-tx-13-"Medical"-adj-0,"Medical"-tx-13-"medical"-adj-0,"Medical"-tx-12-"Medical"-adj-0,"Medical"-tx-11-"Medical"-adj-0,"Medical"-tx-1-"Medical"-adj-0,"Medical"-tx-1-"medical"-adj-0]|TX|1755/7;1794/7;1650/7;[1464/7],[1589/7];[34/7],[511/7];320/7|
644241230|MMI|30.01|Disease Management|C0376636|[hlca]|["management"-tx-13-"management"-noun-0,"management"-tx-8-"management"-noun-0,"management"-tx-2-"Management"-noun-0]|TX|1937/10;1142/10;589/10|N04.590.607
644241230|MMI|26.85|transportation (treatment)|C2239248|[hlca]|["Transportation"-tx-13-"Transportation"-noun-0,"Transportation"-tx-12-"Transportation"-noun-0,"Transportation"-tx-12-"transportation"-noun-0,"Transportation"-tx-11-"Transportation"-noun-0,"Transportation"-tx-1-"Transportation"-noun-0,"Transportation"-tx-1-"transportation"-noun-0]|TX|1763/14;1658/14;1720/14;1472/14;[42/14],[519/14];328/14|
644241230|MMI|22.36|Running (physical activity)|C0035953|[dora]|["Running"-tx-9-"running"-noun-0]|TX|1260/7|G11.427.590.530.568.610;G11.427.590.530.698.277.750;I03.350.750;I03.450.642.845.610
644241230|MMI|22.33|Drug vehicle|C0042444|[bodm]|["Vehicle"-tx-13-"vehicle"-noun-0,"Vehicle"-tx-11-"Vehicle"-noun-0,"Vehicles"-tx-6-"Vehicles"-noun-0,"Vehicle"-tx-2-"vehicle"-noun-0,"Vehicle"-tx-1-"Vehicle"-noun-0]|TX|1992/7;[1497/7],[1545/7];1034/8;581/7;67/7|
644241230|MMI|20.22|Administrators|C0085751|[prog]|["Administrator"-tx-4-"Administrator"-noun-0,"Administrator"-tx-3-"Administrator"-noun-0]|TX|760/13;608/13|M01.526.070
644241230|MMI|18.80|Other Service Providers - Driver|C1556026|[prog]|["Driver"-tx-13-"driver"-noun-0,"Driver"-tx-5-"Driver"-noun-0,"Driver"-tx-4-"driver"-noun-0,"Driver"-tx-3-"driver"-noun-0,"Driver"-tx-2-"Driver"-noun-0]|TX|2024/6;788/6;696/6;670/6;574/6|
644241230|MMI|18.39|Management procedure|C1273870|[ocac]|["Management"-tx-13-"management"-noun-0,"Managing"-tx-13-"managing"-adj-0,"Management"-tx-8-"management"-noun-0,"Management"-tx-2-"Management"-noun-0,"Managed"-tx-1-"managed"-adj-0]|TX|1937/10;1882/8;1142/10;589/10;177/7|
644241230|MMI|13.08|Identification (Psychology)|C0020792|[menp]|["Identification"-tx-13-"identification"-noun-0]|TX|1971/14|F01.393.446;F01.752.747.385
644241230|MMI|12.88|Emergencies [Disease/Finding]|C2745965|[patf]|["Emergency"-tx-1-"emergency"-adj-1]|TX|310/9|C23.550.291.781;N06.230.100.083;N06.850.376
644241230|MMI|10.78|Administration occupational activities|C0001554|[ocac]|["Management"-tx-13-"management"-noun-0,"Management"-tx-8-"management"-noun-0,"Management"-tx-2-"Management"-noun-0]|TX|1937/10;1142/10;589/10|
644241230|MMI|10.78|Management Occupations|C3273539|[ocdi]|["Management"-tx-13-"management"-noun-0,"Management"-tx-8-"management"-noun-0,"Management"-tx-2-"Management"-noun-0]|TX|1937/10;1142/10;589/10|
644241230|MMI|10.62|Services|C0557854|[ocac]|["Service"-tx-5-"Service"-noun-0,"Services"-tx-1-"Services"-noun-0,"Services"-tx-1-"services"-noun-0]|TX|936/7;11/8;343/8|
644241230|MMI|10.42|Provide (product)|C0359589|[food]|["provides"-tx-13-"provides"-verb-0,"provides"-tx-4-"provides"-verb-0]|TX|1785/8;735/8|
644241230|MMI|10.28|Patient Monitoring|C0030695|[hlca]|["monitor"-tx-1-"monitored"-verb-0]|TX|163/9|E01.370.520
644241230|MMI|9.90|Handling|C1832073|[fndg]|["Handling"-tx-1-"Handling"-noun-0]|TX|433/8|F01.658.556
644241230|MMI|9.90|Handling (Psychology)|C0018578|[bhvr]|["Handling"-tx-1-"Handling"-noun-0]|TX|433/8|F01.658.556
644241230|MMI|9.75|Emergency medical service|C0013961|[hlca]|["Emergency Medical Services"-tx-1-"emergency medical services"-noun-0]|TX|310/17,343/8|N02.421.297
644241230|MMI|7.53|Registered Nurse - Administrator|C1554547|[prog]|["Administrator"-tx-4-"Administrator"-noun-0,"Administrator"-tx-3-"Administrator"-noun-0]|TX|760/13;608/13|
644241230|MMI|7.22|Medical Devices|C0025080|[medd]|["DEVICE"-tx-10-"Device"-noun-0,"DEVICE"-tx-10-"device"-noun-0]|TX|1361/6;1384/6|E07
644241230|MMI|7.17|Non-emergency transportation attachment:Find:Pt:^Patient:Doc|C2360603|[clna]|["Non-emergency transportation"-tx-11-"Non-Emergency Transportation"-noun-0,"Non-emergency transportation"-tx-1-"non emergency transportation"-noun-0]|TX|1575/13,1597/14;306/13,328/14|
644241230|MMI|7.14|Apple Flavor|C0475653|[food]|["APPLE"-tx-7-"Apple"-noun-0,"APPLE"-tx-5-"Apple"-noun-0]|TX|1064/5;912/5|
644241230|MMI|7.14|Apple extract|C3257517|[orch]|["apple"-tx-7-"Apple"-noun-0,"apple"-tx-5-"Apple"-noun-0]|TX|1064/5;912/5|
644241230|MMI|7.13|Notifications|C0422202|[hlca]|["NOTIFICATION"-tx-5-"Notification"-noun-0]|TX|[868/12],[923/12]|
644241230|MMI|7.01|Does turn (finding)|C0541749|[fndg]|["turn"-tx-7-"Turn"-noun-0]|TX|[1077/4],[1085/4]|
644241230|MMI|6.96|Reusable Drivers|C0542279|[medd]|["drivers"-tx-13-"drivers"-noun-0,"drivers"-tx-8-"drivers"-noun-0]|TX|1906/7;1156/7|
644241230|MMI|5.18|Patient Visit|C1512346|[hlca]|["visit"-tx-14-"visit"-verb-0]|TX|2090/5|
644241230|MMI|5.18|Take|C1515187|[hlca]|["Take"-tx-1-"takes"-verb-0]|TX|24/5|
644241230|MMI|5.18|Visit|C0545082|[bhvr]|["Visit"-tx-14-"visit"-verb-0]|TX|2090/5|
644241230|MMI|5.18|bony process|C1184743|[bpoc]|["Process"-tx-13-"process"-noun-0]|TX|1859/7|
644241230|MMI|3.98|Biomedical Monitors|C0181904|[medd]|["Monitor"-tx-1-"monitored"-verb-0]|TX|163/9|
