"";"average.rating";"category";"pegi";"description";"devname";"price";"version";"lastupdate"
"1430";NA;"Health & Fitness";4;"Its easy to consume too much sodium (salt). Use this app to count, track, chart and restrict your sodium intake for lower blood pressure and a lower risk of stroke and heart attack. Additional features include at-a-glance descending order lists of sodium content of >300 common foods in mg and %RDA (Adult Daily Recommended Dietary Allowance) /100g to help you plan low-sodium meals; and really useful hyperlinks to essential nutritional and healthy food information with ˜200 photos to support your weightloss, hearthealth or other diet. No internet connection, registration, personal details or additional payments required.Use the count and organiser tools to keep a daily record and bar chart illustration of the sodium in mg and %RDA provided by 250 heart healthy foods, 55 popular ""not heart healthy"" foods, and foods you choose to add to the counter in the quantities you’ve eaten. The interface is easy, quick, and intuitive to navigate, colour-coded, searchable, and zoomable using the pinch screen function. Viewable in landscape and portrait.";"First Line Medical Communications";4,99;"1.12";1499212800
"1431";NA;"Sports";4;"Provide coverage of Softball which includes Prep, Travelball, Select Ball, College, Pro, International, World Softball Championships, Olympic Games, Men's & Womens' Slow Pitch Leagues, Over 18 Fastpitch, Rec & Beverage Leagues, Over the Line Tourneys, Whiffel Ball tourneys, Long Haul Bombers Softball, the lastest equipment, tourneys, showcases, clinics, prospect workouts, recruiting seminars, interviews with Sponsors, Prospects, Pro/College Players, Coaches and provide Recruiting Information for aspiring student athletes.So kick back, tune in and enjoy the music, interviews, updates and information in this app.";"Wade Dunn";0;NA;NA
"1432";NA;"Health & Fitness";4;"SoInFit official app allows you to attend fitness classes around you in easy and fast way.";"Tomer Aviad";0;"3.1";1527465600
"1433";NA;"Sports";4;"The Sola Fitness app provides class schedules, social media platforms, fitness goals, and in-club challenges. Our app will also allow you to link many of the popular fitness tracking devices and fitness apps on the market. It uses HealthKit to save your workouts, so they can contribute to your fitness goals and challenges progress.Have a comment or question? Email our team directly at support@netpulse.com.";"Netpulse, Inc.";0;"1.12";1538179200
"1434";NA;"Health & Fitness";4;"Download the Soleil Lune Yoga Center LLC App today to plan and schedule your classes! From this mobile App you can view class schedules, sign-up for classes, view ongoing promotions, as well as view the studio’s location and contact information. You can also click through to our social pages! Optimize your time and maximize the convenience of signing up for classes from your device! Download this App today!";"MINDBODY, Incorporated";0;"4.2.2";1533859200
"1435";NA;"Lifestyle";12;"Download now this powerful app and discover why Jason Stephenson's Solfeggio Sound Healing Meditations are having such a profound impact on people.Exclusive app features:- Videos.. A beautiful guided meditation - Four complete E-books related to meditationThe main free tracks in this app are a lite version of the stunning Solfeggio Sonic Meditation by Jason Stephenson. The unique combination of the Solfeggio frequency, Jason's acclaimed hypnotic vocal and stunning music tuned to the frequency of each Solfeggio tone has created something very special. The feedback we receive from this series is truly amazing. Raise your vibration today!When you lie back and experience this deeply relaxing  free Solfeggio Meditation session you will get an idea of how Jason's amazing sound healing recordings work. In future there will be over 70 in App purchase options, including all six of the Solfeggio Meditation titles each of which are based upon the ancient Solfeggio musical scale. Each of the Solfeggio titles has it's own frequency and each note in this scale has specific spiritual healing properties. These recordings uses the various notes.The Six Main Solfeggio Sonic Sound Healing Meditation Titles are:UT - 396 Hz - Liberating Guilt and Fear RE - 417 Hz - Resolving Past Trauma and Facilitating Change MI - 528 Hz - Transformation and Miracles (DNA Repair) FA - 639 Hz - Harmonising Relationships SO - 741 Hz - Communication & ExpressionLA - 852 Hz - Awakening Intuition The Solfeggio Sleep and Relax meditation recording works on connecting and harmonising relationships and deals with our perceptions of love. It can help you to change the way in which you interact with the world so that you bring more harmony and balance in your life and can help with issues around self-love and acceptance, loneliness and emotional stability.When you are instructed to repeat affirmations, connect with positive feelings (e.g. happiness, joy, love), this will help you absorb the suggestions on a deeper level. You don't have to repeat the affirmations out loud but do make a strong connection with them.About the Ancient Solfeggio Scale and Healing Sounds:Modern science is now beginning to recognise what the ancient mystics throughout time have been saying; that everything is in a constant state of vibration, and therefore everything that is vibrating has a sound (even if it’s not audible). Everything also has its own optimum rate of vibration, and this is called resonance. When we are in resonance, we are in balance and harmony with creation.Emotions and mental states also have their own optimum resonance and with the recognition that every organ, and every cell, absorbs and emits sound, we can therefore understand how specific sounds and frequencies can be used as powerful healing tools. This is how the ancient Solfeggio frequencies work and is why the Gregorian monks used this specific scale for chanting and healing.These incredible tones each resonate to specific frequency that our original blueprint is composed from. Exposing ourselves to these frequencies helps to bring our bodies, cells and DNA back into balance. Different parts of our bodies and organs all have specific frequencies of optimum resonance (perfect state of health), and therefore listening to these tones allows the body to absorb and remember its original blueprint, moving it back towards its prefect state of alignment and resonance (health).Do NOT listen while driving or operating machinery.If you suffer with serious depression or epilepsy please consult your doctor before listening.Jason Stephenson acknowledge the pioneering work of Dr. Joseph Puleo and Dr. Leonard Horowitz in decrypting the ancient Solfeggio Tones and advancing Healing Codes for the Biological Apocalypse and 528records. Dr Horowitz contacted our office to say he had heard great things about our recordings and now sells them through his own website.c1e62136f0";"Phil Burgess";0;NA;NA
"1436";NA;"Health & Fitness";4;"‘Solitaire Fitness Pro’ is a registered Trade Mark of Solitaire International Co. based out of Hyderabad with interests in International Freight Forwarding, Logistics and International Trading in the Arabian Gulf. Our near future projects in Hyderabad include establishment of Educational Institutes and Boutique Hotels.Solitaire Fitness Pro was established in early 2014 and is en route to becoming the ‘Mecca of Bodybuilding and Fitness’. We have already opened 6 strategic locations spread across the State and each centre is designed to enhance your gym experience with state-of-the-art amenities at your disposal. At Solitaire Fitness Pro, we hire and retain only the best resources across functions from nutrition and training to customer care and maintenance. Devoted to ensuring a delightful experience, the SFP team is always ready to tread the extra mile.Our certified trainers leverage their vast experience and understanding of proven training techniques to assist you in meeting your targets whether it is reducing fat, toning/adding muscles, increasing flexibility or improving your overall physical health. We promise to keep you on track with our tailored fitness plans with incredible tools for an enjoyable and motivated fitness journey. Some of our service highlights are as follows:<U+25CF>	Well-trained, in-house Physiotherapist<U+25CF>	Certified trainers and nutrition counselors<U+25CF>	Spacious Parking for our Patrons<U+25CF>	Maintenance personnel for upkeep of equipment and premises<U+25CF>	Friendly customer service executives to respond to your queries<U+25CF>	Specialist trainers for Weight Loss <U+25CF>	Women’s Fitness <U+25CF>	Elders Specialists Performance Enhancement <U+25CF>	Cardio and NutritionSo, get stronger and fitter with Solitaire Fitness Pro TODAY!";"Mir Murtuza Ali";0;"1.1";1510704000
"1437";NA;"Health & Fitness";4;"The Sonic defender is universal and popular tool. It's include repellent, flash light and dog whistle in one. The application emit an adjustable unique wide range frequency sound (15-24000hz)  that can protect you from many of animals, insects, birds and even from annoying people. In repellent mode it will prevents you from getting bitten by mosquitoes and some other nasty bugs. The app does not guarantee a 100% protection because there are over 3500 known mosquito species in the world and they all react slightly different to the repellent. BUT you can use manual adjuster to find optimal repelling frequency for the insects in your region. Keep this app close to you and enjoy the outdoors without bites...Also you can train your dog using this app as simple dog whistle. - Presets for Mosquito, Dog, Rat, annoying young people - You can manually tune frequencies 15-24000 Hz - Tested on many of insects- Tested on some spiders- Flashlight, you can use a light and tone generator at the same time.- The app store your adjustments for each mode.- The app draw signal graph on screen to help you understand current mode.";"Bulat Faizullin";0,99;"1.2";1489968000
"1438";NA;"Medical";4;"The toothache can surprise you at any time. What happens if you are away from home?""Dentist SOS"" allows you to locate the dentist or the nearest pharmacy to your location.""SOS Dentist"" is FREE forever and contains more than 36,000 dentists and 18,000 pharmacies throughout Italy.The application automatically locates your position and loads the Dentists and the nearest pharmacies.""SOS Dentist"" no use ONLY to find a dentist but also to find a pharmacy for any need when you're away from home.""Dentist SOS"" is a ""Must Have"" for anyone traveling in Italy, which is foreign or is Italian.";"Horizon Software I.T.";0;NA;NA
"1439";NA;"Health & Fitness";4;"SoterSpine is designed to help you understand what may cause musculoskeletal injury during your working day. With the use of SoterSpine device you’re able to syncronize data to get your high-risk movements breakdown.";"Soter Analytics LTD";0;"2.1";1536451200
"1440";NA;"Health & Fitness";4;"Download the SOUL STUDIOS App today to plan and schedule your classes and workshops! From this App you can view class schedules, sign-up for classes and workshops, buy memberships, view ongoing promotions, as well as view location and contact information. You can also click through to our Facebook and Instagram page! Optimize your time and maximize the convenience of signing up for classes from your mobile device! Download this App today!  Also be sure to check out our website at: http:// www.soulstudios.ca/";"MINDBODY, Incorporated";0;"4.2.2";1533686400
"1441";3,8;"Medical";4;"Choose any combination of white noise and adjust each track volume by your own favorite to create a non-disturbance environment to help you or baby falling asleep with ease or stay focus when study.";"YEH TSUNG MING";0;NA;NA
"1442";NA;"Health & Fitness";4;"Sound4Life - Rain Sounds is one of number in Sound4Life package is developed by Kite Studio.If you are anything like us, you probably work hard and, when it is time to relax, you appreciate a healthy level of tranquility. Whether you are trying to wind down after a busy day, perform some daily yoga, create ambiance for your relaxation and meditation or simply catch some sleep, you are very much able to while listening to the soothing sound of rain.Some of the great features:* High quality rain sounds* You can customize sounds as you like* Optional piano tracks in the background* Simple and beautiful design* Timer - so the app turns off automatically* Beautiful background imagesYou can enjoy twelve different rain sounds:* Rain Autumn* Thunder Storm* Rain Bird* Rain Frog* Rain Glass* Heavy Rain* Heavy Rain in the Car* Rain Hut* Rain Jungle* Rain Leaf* Rain RoofWhether you love sounds of the rain or nature sounds, with this app you will sleep like a baby.Let's use Sound4Life - Rain Sounds and give me your feedback.";"Hoang Anh";0;"1.4";1497830400
"1443";NA;"Music";4;"Sound4Life - Wind Music is a number of apps in package sound4life (sound for life) . It collect all perfect sounds from natural, life for meditation and relaxing.Sound4Life - Wind Music, the sound of trees and leaves are nature sounds which to help you relax and fall asleep, as well regenerate strength after a difficult and exhausting day.If you need a moment of relaxation or have a problem with falling asleep these noise of wind sounds are a great way to wind down and rest.With this free application you will improve your concentration.Relaxing sounds of wind sounds can also be used as background music while learning and studying, reading, working, exercising and using other applications, eg. reading e-books.Wind noise resembling the brown noise and rustling leaves reminiscent white noise can be successfully used for infant sleep. These natural relaxing sounds are often also used in the treatment of stress and insomnia.Wind Sounds brings a delightful collection of gentle and calming but also powerful and mysterious voices with which the nature speaks to us. Wind Sounds are meant to provide calm atmosphere that will help you fall asleap and reduce stressSome of the great features:• High quality Nature Sounds• Simple and beautiful design• Timer - so the app turns off automatically• Beautiful background images• Easy To UseLet's use Sound4Life - Wind Music and give us feedback.";"Hoang Anh";0;"1.4";1498176000
"1444";NA;"Lifestyle";4;"Immerse yourself in the forest while having these beautiful high-definition scenes playing on your new Apple TV.  ""I absolutely love having this on while I'm doing chores. Reminds me of old camp trips as a child"" - MichelleDownload today to choose from a variety of breathtaking campfire and fireplace scenes!Soundr Fire is perfect for  - A pillow fort  - Cooking  - Having guests over  - Exercise, yoga, or meditation areas  - Getting through the cold winter  - Drinking hot chocolate  - Waiting rooms (dentist offices, etc)--- Features ---  + High quality audio  + High quality video  + Endless video loops, enjoy all day  + Swipe up to add the time  + Access to upcoming features, including an advanced dashboard system";"Dru Lang";0,99;"1.2";1457395200
"1445";NA;"Medical";12;"SouthMan Dental Laboratory is a full service lab located in Hyderabad, AP. Since opening in 1999, we have been providing the dental community with unsurpassed dental restorations and services. We believe there are no shortcuts in producing a high quality dental restoration. This means using the best materials, the most talented technicians, and the newest technologies available.";"Vishwanath reddy";0;"2.7";1536624000
"1446";NA;"Health & Fitness";4;"Download the Spa D’Sante App today to plan and schedule your Appointments!  From this iPhone App you can view Appointment schedules, view ongoing promotions, as well as view the studio’s location and contact information.  You can also click through to our Facebook, Twitter & Instagram pages!  Optimize your time and maximize the convenience of booking your appointments from your iPhone!  Download this App today!Also be sure to check out our website at: http://spadsante.com/";"MINDBODY, Incorporated";0;"4.0.2";1514937600
"1447";NA;"Stickers";4;"Why you should install Spamoji - Spa Wellness Stickers app?1. 200+ emojis: Larger collection of beautiful spa emojis and stickers.2. Easy to navigate: All stickers are arrange nicely in 7 category.3. Fun and Impresive: Show off to your friends with these beautiful stickers.How to use Spamoji - Spa Wellness Stickers stickers app:Step 1: Open a message with a friend and tap the "">"" button to the left of the text box.Step 2: Tap the app button that appears (it looks like an ""A"") and then taps the button that looks like four circles in the lower left of your screen to open the iMessage app drawer.Step 3: Tap the icon of this Sticker Pack and start sending stickers!Useful tips:<U+25CF> Tap the sticker you want, or DRAG & DROP one into your message.<U+25CF> You can Scale & Rotate stickers by using a second finger before you place it on a bubble.You will get more stickers that we are going to add to these collection in the future.Download Spamoji - Spa Wellness Stickers emoji stickers now!";"Leong Wei Sing";1,99;NA;NA
"1448";NA;"Health & Fitness";4;"Download the Spartacore Training app to easily manage your fitness experience - anytime, anywhere. Our app will allow you to easily find and seamlessly book Spartacore Training services with just two taps! This app will also provide you with the latest details on services and products as well as notifications about Spartacore Training news and updates. Get the most from the app by creating your own personal profile!";"Glofox Ltd";0;"7.7.3";1522454400
"1449";NA;"Medical";17;"Imagine using simple speech pacing exercises to improve your speech rate and clarity - right from your home.  <U+25C6> Helps you make progress on both rate of speech as well as voice volume. <U+25C6> The easy-to-use and inviting interface gives you a feeling of effortlessness and motivation as you use it every day. <U+25C6> Grows with you as you make progress and customize the supports to match your needs. It is ideal for patients with stuttering, imprecise articulation, a fast rate of speech, or related dysfluencies arising from stroke, TBI, Parkinson’s Disease, or other neurological conditions. <U+25B6> CORE FEATURES <U+25C6> Audio-visual pacing prompts<U+25C6> Customize and gradually adjust pacing speeds<U+25C6> Tactile pacing (long-press or single tap, like a Pacing Board)<U+25C6> Highlight Syllables or entire Words<U+25C6> Built-in Phonetically-balanced Passages (Arthur the Rat, The North Wind and the Sun, ...)<U+25C6> Create and maintain a Library of custom Passages<U+25C6> Adjustable pause durations on punctuation<U+25C6> Voice Volume Indicator for instant visual feedback<U+25C6> Supports special needs, including Dyslexia and Low Vision<U+25C6> Delayed Auditory Feedback with powerful Noise SuppressionIt offers speed-adjustable Visual, Tactile, and Audio feedback for reducing rate of speech, increasing utterance length, and sequencing sounds in multisyllabic words while reading aloud from specially designed practice material (included in the app). <U+25B6> REVIEWS & TESTIMONIALS "" This app works wonders for my clients who stutter and clutter, and they've been delighted with how easy it is to use at home too. "" - Nicole Grey, MSc, CCC-SLP "" I read about your app on an email I received from Smart Apps for Kids. It has helped my students with dysfluency, cluttering and pacing. I have seven students who need help in this area and five of them have really taken to this app. "" - Margaret, SLP Assistant at an inner city school in CA"" I've had great success using this app with a CVA patient who is dysarthric, talks too rapidly and too softly. Thank you! "" - Mary Ann, SLP"" Absolutely love the interface, don't change a thing! "" - Carol, M.Ed., CCC-SP<U+25B6> TRUSTED & PROVEN Designed by researchers from Stanford University, and trusted by top Rehab hospitals, Speak Better has helped thousands of patients just like you make measurable progress on their articulation and speech rate goals. Download your copy now and instantly get started on your journey to improved fluency and articulation.";"Navanit Arakeri";24,99;"2.7";1506643200
"1450";NA;"Medical";4;"The PocketShrink apps are self-diagnosis tools. Each different app is targeted at a specific psychological condition that is commonly experienced by members of the population.PocketShrink - 'Specific Phobia' - allows a user who has concerns about having fear of a particular object, place, situation or ‘thing’ to gain some self understanding and a rough gauge on whether they have a specific phobia and should seek further medical advice. Similarly if you are having anxiety about a particular object or situation and are not sure whether you need help with it or not the app can be a valuable guide. It also allows a user to see the graphical results of other anonymous users of the app who have the same concerns as themselves. This quickly demonstrates that the user is not alone in their concerns.Additionally, if you are worried about the anxious responses of a friend, child or associate the app can be helpful in giving a more objective understanding of the difficulties they are facing. Using the app with a friend in mind, may give some insight into their behavior and why it may occur. The app is simple and easy to use. It was written by a practicing psychologist and is based upon the latest diagnostic and statistical manuals (DSM V).";"Jason Gallate";1,99;"2.4";1510099200
"1451";NA;"Medical";12;"Its a mobile application for doctors to see the events and other information";"Syed Jamal Raza";0;NA;NA
"1452";NA;"Health & Fitness";12;"Speedflex is exercise but not as you know it. An alternative to the gym or a bootcamp, Speedflex offers high intensity circuit training sessions led by a personal trainer!";"Apps That Fit, LLC";0;"110.1.1";1538006400
"1453";NA;"Health & Fitness";12;"Welcome to Spinal Hygiene! We are a family referral based practice specializing in specific, scientific corrective chiropractic care getting to the root of your health conditions and correcting them to the source of life. Welcome to Spinal Hygiene! We are a family referral based practice specializing in specific, scientific corrective chiropractic care getting to the root of your health conditions and correcting them to the source of life. Spinal Hygiene app is the first chiropractic app in the market allowing prospective patients to schedule their first visit through their phone in an easy way. -It also provides the most updated information on how our professional health services can benefit you and your love ones in a continue basis. -You can look in our list of products and place an order of the highest quality supplements made from whole foods only. The best thing shipping is on us! -You can hire us to speak at your workplace, church or community events! -Access to Dr. De Jesus patient reward program exclusively for users of his app. All this can be made at the touch of your fingers! No waiting period at your first visit! Our Core Values a) Compassion: We believe caring combines compassion as well as an ability to recognize what is needed and then responding appropriately. Our caring extends beyond the patient encompasses the patient’s love ones, our coworkers and our clinic. b) Quality: We will excel by making every effort to exceed expectations and continually improve the “standard of care” for our patients and their love ones. c) Integrity: We realize that honesty and personal responsibility is the essence of every interaction and decision. d) Service: We are dedicated to serving the greater Florida community and providing exceptional service within our clinic. We provide service with humility, patience and a sense of purpose. About Dr. Caroline De Jesus: Dr. Caroline De Jesus is 1 of less than 200 chiropractors in the United States who uses Torque Release Technique for chiropractic adjustments, which has been proven through research to be the most reproducible, results-driven, scientifically advanced chiropractic technique in the world. Dr. Caroline De Jesús had been trained while in graduate school with the most rapid growing entrepreneur company in chiropractic. Dr. Caroline De Jesús had worked in Carrick’s Brain Center A BSI company who offers comprehensive neurologic testing for athletes to provide an individual baseline measurement. Dr. Caroline De Jesús has participated in Pierce Results Seminars a technique driven by the use of videofluroscopy to analyze the spine. Dr. Caroline De Jesús is a Chiropractic Physician currently licensed in the Beautiful Sunshine State of Florida.";"Mobimento Mobile S.L.";0;"1.2";1478995200
"1454";NA;"Health & Fitness";4;"Shop & Ride with Us Don’t let imitators take you for a ride. The creators of the Indoor Cycling category, Spinning® now give you the ability to access the world of Spinning on the go.  This app lets you take full advantage of the hottest deals on everything in the Spinning store, from Spinner® bikes to Spinning accessories and apparel. All designed to help you reach your fitness goals. Benefits •Access to Hot Deals•Browse by category and price •Preview all Spinner® bikes•Select from a full range of Spinning® Accessories•Preview Spinning® Apparel by style, color, size •Shop Functional Training Equipment •Easy checkout •Much more! Visit www.spinning.com for additional information.";"Mad Dogg Athletics, Inc.";0;"1.0.4";1381622400
"1455";NA;"Health & Fitness";4;"Spirit Runner is a tool to engage Aboriginal youth and encourage regular activity in their daily lives. The goal is to keep youth healthy and occupied in positive ways through their teen years.Spirit Runner is free and contains no advertising.Features Four User-friendly Components:• Activity Log - records activity, date, time, workout pals. Track activities with GPS, Step Counter and a Timer. Email/text/tweet completed activities.• Reminders - set daily, weekly or monthly reminders for upcoming activities. A pop-up box and bell alert the owner of the device that it is time to get active.• Motivations - hundreds of inspirational quotes by athletes and world leaders are available at the swipe of a finger. Favorites can be starred and emailed/ texted/tweeted to friends.• Achievements - as more activities are completed achievements pop up to reward the user.Spirit Runner is Unique:While other Apps on the market focus on diet and nutrition, Spirit Runner focuses on encouraging youth (and even adults) to stay active. Youth today are bombarded with distractions that are increasingly non-active. Spirit Runner's technology engages  young minds and encourages them to continue an active lifestyle.Note: Continued use of GPS running in the background can dramatically decrease battery life.";"Every Kid Deserves a Chance Inc.";0;"1.5";1489968000
"1456";NA;"Health & Fitness";4;"Challenge yourself or your friends as you race for the fastest time on your favourite tracks.Splits’ unique live comparison lets you race head-to-head against yourself or your friends as if they were beside you. You’ll know exactly how hard to push yourself to stay ahead.Side-by-side playback makes it easy to discover where you gained or lost ground, while Time Warp lets you isolate difficult sections of track to compare across runs.Splits is made for fixed track sports (both open and circuit) where you’re after the fastest time.  <U+25CF>  Running  <U+25CF>  Cycling  <U+25CF>  Motorsports  <U+25CF>  Rowing  <U+25CF>  Skiing, and more.Splits is your perfect training partner. Gain the motivation you need to be the best or simply beat your best.Download Splits free and try it out for yourself. The full app can be unlocked with a single in-app purchase. We hope you enjoy using Splits!WATCH THE VIDEO AT SPLITSTRAINER.COMPlease note: Continued use of GPS running in the background can dramatically decrease battery life.Need help? Have a suggestion?Email — support@splitstrainer.comTwitter — @SplitsTrainer";"Splits Timing Limited";0;"3.0";1441756800
"1457";NA;"Lifestyle";4;"Your own stylist at the snap of your perfectly manicured fingers?On-demand, specially trained, and licensed beauticians are available for door-to-door finger-to-toe services including Manicures, Pedicures and Waxes. A simple click of a button is all you need to have your own personal beautician at your door step within a few minutes. Spoiled has curated an innovative salon experience to be brought to you wherever and whenever. Only available in Miami beach for now, but we know everyone everywhere needs a little Spoiling too.New cities coming soon!P.S. Keep an eye out for promo codes for free manicures this month. You're welcome ;)";"Del Mar Technology Group SPA";0;"1.23";1477353600
"1458";NA;"Health & Fitness";12;"PLEASE NOTE: YOU NEED A Bellevue ACCOUNT TO ACCESS THIS APP. IF YOU'RE A MEMBER GET IT FOR FREE AT YOUR GYM!Begin your journey to a healthier lifestyle and let Bellevue help you along the way. Introducing Bellevue, most comprehensive fitness platform with:* View the schedules and sign up for group lessons * Check opening hours* Track your daily fitness activities* Track your weight and other body metrics* Over 2000+ exercises and activities * Clear 3D exercise demonstrations* Preset workouts and the option to create your own* Over 150 badges to earnSelect workouts online and synchronize them with your app to workout at home or in the gym while keeping track of your progress. From strength to weight lifting, this app acts as your own personal trainer guiding and giving you the motivation you need. Also check our website for many extra tools, such as your personal fitness profile, free nutrition plan, goal setting and much more!You can sync this app with Apple Health App. If you enable this connection, any workout in the Health app with automatically be added to your Activity Calendar.";"DIGIFiT BV";0;"4.5.10";1533081600
"1459";NA;"Health & Fitness";4;"SportPay is a intelligence bracelet with variety of advanced functions, it is useful for our life and healthy, also can record the data every day.NotificationsSupport to show the incoming call No, reminder you if you have missed calls, messages, emails, social dynamic and also support to mobile phone anti-lost.Movement monitoringSupport to check your daily data of steps, distance and calories. You can adjust your targets according to your sport situation.Sleep monitoringIn-depth understanding of light sleep, deep sleep and awake ReminderSix types, multiple reminders, let you have a methodically schedule.Time displayAccurately display the current time, you can customize the time format.data reportSupport to show the sport or sleep data in one day, week and month. Comprehensive display your daily life. And it is free for using and checking the data anytime.""";"Guangdong Appscomm Co., Ltd.";0;"1.1";1461456000
"1460";NA;"Health & Fitness";4;"With the Sports Center Tilburg app, all members can directly retrieve information about the timetable, fitness programs, courses and subscriptions.   In our app you will find all sorts of tips and information.Overviews of: - Current timetable with descriptions - Fitness exercises - Fitness testing - Trainings - Our trainers - Contact information - Information about our club and become a member - purchases of courses and subscriptions - Overview of purchases - Social media linksIn addition, you can also use this app for your own training program. So you can use our extensive exercises database and also follow fitness programs. If you want to know how you stand for yourself, do one of the tests.If we would like to inform you, you can also receive our push notifications.Lots of fun!";"Delcom Productions b.v.";0;"1.1.0";1535068800
"1461";NA;"Health & Fitness";17;"A convenient timer for training. It has many modes that you can customize as you like. The timer runs in the background. And will send you a notification that the approach or rest time has ended, even if you left the application.";"Ravil Vildanov";0;"1.1.1";1534636800
"1462";NA;"Medical";17;"At Springfield Lakes Chiropractic we are proud to offer our Free App to all. Designed with you in mind, it is an easy way to help keep you Healthy. With everything from regular health updates and tips, appointment reminders along with the easiest way to Book your own appointments with us through the app whenever you like for any of our services.As our goal at Springfield Lakes Chiropractic is your health and well-being we hope our free App goes some way towards that, helping you to get healthy and stay well.If you download and find something you'd like to see or change, let us know, we're always looking to improve.";"Appswiz Pty Ltd";0;"3.6.0";1437091200
"1463";NA;"Health & Fitness";12;"Square breathing: your breath relax trainer.Square breathing is a breath of fresh air for those who cannot get relaxed and feels constant stress, and for whom meditation is something unrealistic. Everything seemed to be simple: you just breathe in, exhale and repeat it. However, it is not that obvious. Using our app, you will learn to breathe properly!Use our application for:- breathing exercises- relaxation- lowering stress- meditation- yoga breathing exercises";"INTELAKSI, OOO";0;"1.1";1524787200
"1464";NA;"Lifestyle";17;"Squlptr is a swipe app that changes how people find cosmetic physicians or dentists. First, choose a procedure, location, and price range. Next, you'll be shown before and after photos (without identifying the physicians). Swipe right to like, swipe left to dislike, or swipe up to favorite each photo. Swiping up will save content to your Favorites box for later reference or will allow you to request more information about products or services. Our algorithm uses your selections to choose your top physician match results. Here you can view their education, credentials, and patient reviews. Finally, click the request button to arrange a consultation with the doctor of your choice, and get the rightresult!";"RightResult Inc";0;"1.3.2";1514851200
"1465";NA;"Health & Fitness";4;"Lakshmi or Mahalaxmi ( Mahalakshmi ) is the Hindu Goddess of wealth, fortune, love and beauty, the lotus flower and fertility. Representations of Lakshmi (or Shri) are found in Jain and Buddhist monuments, in addition to Hindu temples. Generally thought of as the personification of material fortune and prosperity, she is somewhat analogous to the Greco-Roman Aphrodite or Venus, as she also represents eroticism and is similarly thought to have originally ""borne of the sea"" in her most famous myth, as did those love goddesses.Say these prayers at least 2 times a day to attract more wealth and comfort and to live a happy life.Key Features:=  Very good and simple User Interface=  Very Soothing Flowers coming on the screen randomly=  Very good quality of sound=  Image change in 5 seconds so that you get to see more images every minute=  Temple Bells and Shankh to give you a Temple-like experience.=  Gives you a very peaceful experience.=  Used by Top celebrities from Bollywood.";"Dipen Ambalia";0;"2";1464912000
"1466";NA;"Health & Fitness";4;"Optimize your StaBallizer workout with the official StaBallizer app. The StaBallizer Core Training & Gaming System is the most versatile and entertaining fitness tool on the planet, and this app is its personal assistant. Designed to be used as both a reference guide and a workout tool, the app provides exercise ideas, how-to videos, and goal tracking, as well as stability training games you can use directly with your StaBallizer. Need a personal trainer? The ""Circuit Trainer"" function will randomly create exercise routines using any of the six StaBallizer tools to keep your workouts challenging and fresh. Exercise has never been easier or more fun so don’t wait! Start achieving your fitness goals today with the StaBallizer.To view videos of the StaBallizer, please visit our youtube channel:  https://www.youtube.com/channel/UC4X4uJpzjlk5Bwusk2LiJww";"Blindspot Creative LLC";0;NA;NA
"1467";4,3;"Health & Fitness";4;"If you work at a desk (like me), or are in school and spend lots of time doing homework (also like me), standing up is an easy way to become just a little bit healthier each day. Getting up and walking around for even just one minute (100 steps) during an hour counts as a ""stand hour.""Stand Hours reads your step data from the Health app, which means it works with any fitness tracker that supports Apple Health (including the iPhone's built-in pedometer).Stand Hours also gives you hourly push notifications reminders to get up and move around. The days and times that you receive these notifications are completely customizable.In addition to reading steps from Apple Health, Stand Hours can (optionally) export your stand hours to Apple Health. Yes, Apple Health has a metric called ""Stand Hours,"" but that can only be used by the Apple Watch. Instead, this app can store your stand hours as ANY activity metric in Apple Health - such as an empty one that you don't use. It's a great way to see this data in the Health app, even if you don't have an Apple Watch!";"Nick Foster";0;"1.1";1517356800
"1468";NA;"Health & Fitness";4;"StarflightVR is a new generation mobile Mindfulness app that has been designed to bring you into a state of peace and neural integration to promote well being through a 3D flight in space. Bringing you the benefits of various integrative therapy techniques that are incorporated subtly to help support a busy lifestyle. This all comes in a mobile environment that can be used at your own pace in your own time.If you thought you needed to reach for a wine or soothing tea after work-think again. A high tech journey into outer space can get you there just as well. Uniquely suited for a break at work as well as after. StarflightVR will provide you with a deep reset to help you manage anxiety and stress in everyday life.It is beautiful, artistic and innovative-all at your fingertips-with the latest state of the art technology combined with age old therapies. A digital health tool of a different kind that you will fall in love with more and more with regular usage.a renewal fountain and a hip one at that.Features-one main experiential VR loop running through a changing and highly visually integrative skyscape-one additional loop configured to mimic the mind in a state of anxiety and stress which instantly calms-music designed to complement the experience of soothing the sympathetic nervous system  -options for integrating your own sound-visual selection so as to enable hands free use-option for guided meditation within the app-integration of visual tracking therapeutic principles as well as color therapy and Gestalt Psychology principles of perceptual organizationFor our manual to optimally usage of app http://dorotelucci.com/new-home-test/products-services/For more information go to www.corereboot.com and www.wellnessrealities.com";"Dorotelucci LLC";9,99;"1.0";1460592000
"1469";NA;"Health & Fitness";4;"The Future of Personal Training is Here";"Armada International Advisors LLC";0;"1.40";1515628800
