"Description";"NC 1/0"
"Introducing the Surrey National Golf Club - Buggy App Covering in excess of 200 acres, Surrey National is a Championship course approaching 7,000 yards from the Championship tees and 6,300 from the daily play tees. Designed by leading golf course architect, David Williams, the course meanders through dramatic rolling countryside, populated by thousands of mature trees which further enhance the appeal of the setting. Carefully positioned bunkers, raised tees, tree lined fairways and two teasingly placed lakes, mean a good test for golfers of all abilities. Although the contours of the site are dramatic, the clever use of these natural assets ensures that the vast majority of the holes are played either level or downhill, with only one real uphill shot  that being a short pitch to the raised green on the 2nd. As befits a championship length status, the course has a number of difficult par 4s the 16th and bunker less 6th being the most difficult  but the most challenging hole is the 3rd, which requires a carry of over 150 yards across water from the championship tee. Surrey National welcomes visitors, corporate days and societies to play its course and enjoy hospitality in its magnificent clubhouse  the perfect place to relax after a hard round of golf and to enjoy first class catering, free Wi-Fi and excellent service in either our spike bar or Fountain Suite, which both provide spectacular views across the lake, fountains and course beyond. For the Golfers the app features the Whole in One Golf GPS Range Finder and Digital Guide to playing the 18 Hole Championship Course. The App works as an virtual aid, giving you a 3D Flyover of each hole, and a pin positioning system. Features - GPS Distances to the Front, Middle, Back of the Green - 3D Flyover of each hole - Hole by Hole imagery - Full length - Aerial shot of Green with sizes - Course Information - Club Contact details and map";0
"From this App you can view class schedules, sign-up for classes, view ongoing promotions, as well as view the studios location and contact information. You can also click through to our social pages! Optimize your time and maximize the convenience of signing up for classes from your device! Download this App today!";0
"VISUALIZE YOU Lets face it. Losing weight is tough. Months of calorie counting, denial and exercise and no clear idea of what youll look like after all that hard work. Finally, after years of research with the Cleveland Clinic and the University of Colorado Anschutz Health and Wellness Center, comes the first scientifically accurate, photographic weight change app, Visualize You. Unlike conventional photo manipulations that stretch or pinch images, the Visualize You weight change viewer modifies the volume of your neck and face based upon clinically verified weight change dynamics. The resulting image of the new you is accurate, photorealistic and represents your specific target weight loss goal, whether modest or significant. HOW IT WORKS In three easy steps, the Visualize You app transforms your image to show the dramatic effects of weight loss. Alternately, you can set a heavier target weight to see the negative effects of an unhealthy diet and lifestyle. To get started, simply upload your photo from your library or use your smart phone to take a photo of your current self. Information guides imbedded in the app will help you take the best resulting image. After entering your height, weight, and desired target weight, define and adjust your image using the intuitive touch screen controls. Hit the next button and, voil, the new you will appear on your phone, providing inspiration and motivation to reach your target weight loss goal. You can even save and send the new you image to your support team of family and friends who will encourage you to achieve your desired weight goal. ACHIEVING THE NEW YOU Staying on track with weight loss and achieving your ideal weight is not easy. It involves creating an eating plan that you can live with rather than just another diet. Regular exercise and the consumption of healthy foods can lead to a host of benefits, including increased energy, happiness, health and even a long life. Exercise and diet are pivotal in determining a persons overall health, and making them both a part of your lifestyle can make a dramatic difference in how you look and feel. Visualize You provides a host of weight loss topics and guides to help you reach and maintain your new you weight goal including: Arthritis Blood Pressure & Heart Cholesterol Dental Issues Diabetes Digestive Issues Eating Issues Emotional Issues Health Issues Joints & Mobility Sleep Social Issues/ Self Esteem Whats in it for YOU";0
"The DentExpert Moblie application is intended for access of doctors, patients and personnel of dental clinics to the mobile applications service of the DentExpert system (dentexpert.net). The DentExpert system is installed in dental clinics to automate the main business processes: maintaining the schedule of doctors, scheduling, planning of dental treatment, financial calculations with patients, obtaining statistics and marketing data. To access the data of the DentExpert system, you must: - know the code of the specific clinic where the DentExpert system is installed; - get access to the system (usually issued in the registry of the clinic); - Install the DentExpert Moblie application and enter it. Both doctors and patients can register several clinics at DentExpert Moblie. In which they work or are serviced. The composition of the information that will be available is configured by each clinic separately.";1
"The Dignity & Respect Take A Healthy Step Initiatives are focused on self-respect and taking actions for our own physical and mental healthneither is something we can take for granted. It is important to take care of ourselves, especially if want to be of service to others. JOIN THE EVENT Get a jump start on Fall. Join the 2015 STEPtember Challenge, a Take a Healthy Step initiative of the Dignity & Respect Campaign. Each week for four weeksbeginning September 1st the top three STEPers will win a Dignity & Respect MasterCard. First place will receive a $100 MasterCard. Second place will receive a $75 MasterCard. Third place will receive a $50 MasterCard. On October 1st, the participant with the highest number of steps over the 30 days can identify a nonprofit organization to receive a $1,000 donation in his or her name. HOW DOES IT WORK? Track your steps with your compatible iPhone or wearable device. If you are using your iPhone to track your steps, the Dignity & Respect for Health app will pull your steps from the Apple Health App and upload your steps to the STEPtember game board. If you are using a Jawbone or Fitbit device, you will be able to sync your steps using your Jawbone or Fitbit companion app. The Dignity & Respect for Health app will pull your steps from these companion apps and upload your steps to the STEPtember game board. LEAD THE WAY Share your ideas, photos, and stories about your Take A Healthy Step activities with the D&R community. Post on Facebook and Twitter, or email campaignmanager@dignityandrespect.org. Let your actions inspire others to Take A Healthy Step. CONTEST CONDITIONS STEPtember is open to all Dignity & Respect for Health app users. Winners will be announced weekly. The overall STEPtember winner of the $1,000 donation made to a nonprofit off his or her choice, will be announced on October 1, 2015. The designated nonprofit must be a registered 501(c)3 organization. PLEASE NOTE: Apple is NOT a sponsor of this event. The prizes associated with this application are NOT Apple products.";0
"FCC Mobile By First Carolina Care Insurance Company (FCC) Description FCC Mobile allows you to view timely claim, eligibility and benefit information. You will also find all the contact information you need should you have a question concerning any data you see on this site. FEATURES As a member you will be able to see the amounts that have gone toward your Coinsurance, Copays and Deductible, view 2 years of your claim information, see your Summary of Medical Benefits, locate a provider and find all of your customer service contact numbers. VIEW CLAIM INFORMATION Access to detailed claim information for the current and previous year. VIEW YOUR BENEFITS AND COVERAGE INFORMATION Your coverage information at your fingertips. Here you will be able to access your Summary of Medical Benefits at any time. This could be very helpful when you are a physicians office or the pharmacy. SECURITY All of your Protected Health Information is safe on this site. You must always sign in with your User Name and Password to access your account information via this app. Without that information, no one can reach your personal data. It is safe. CANT ACCESS THE APPS FEATURES? You must login or create an account to view and maintain your FirstCarolinaCare account. Click Register Account on the login and follow the prompts. ABOUT FCC  FirstCarolinaCare Insurance Company started with the vision of our parent, FirstHealth of the Carolinas a nonprofit community-based health system in Pinehurst, North Carolina. Our purpose is to fill a community need for better, more affordable coverage options. Putting people first has been our philosophy from the time we started business in 2000 and its what guides us today. We truly care about the health status of our members. For more information about FCC please visit our website at FirstCarolinaCare.com REQUIREMENTS The FCC Mobile app is compatible with iPhone, iPod Touch and iPad. Requires iOS 4.3 or later.";0
"This Oxford University Press app-book is developed by MedHand Mobile Libraries. Improve your performance with relevant, valid material which is accessed quickly and with minimal effort in the palm of your hand using MedHands patented technology. THIS Oxford Specialist Handbookincludes unique functions such as:  A powerful search  Bookmarks  Complete set of medical calculators; Body Mass Index, Peak Expiratory Flows, Dehydration Correction Calculator and more  Highlighting  History  Notes and picture notes About this title Oxford Specialist Handbooks in Paediatrics  Deals with common problems faced by all paediatricians everyday as well as the rare conditions seen by specialists in the field  Divided neatly into sections that cover the clinical presentation, diagnosis, and management of respiratory problems  Provides useful content for various exams and training in the field New to this Edition:  Thoroughly updated and revised in line with developments in paediatric respiratory medicine since the first edition  Provides useful content for various exams and training in the field Paediatric Respiratory Medicine Second edition remains the first point of reference for those faced with treating acute or chronic respiratory problems. The handbook discusses the approach to clinical problems, specific conditions, supportive care and practical procedures, and includes vital appendices covering specific tests and statistics. Designed as a practical guide, it serves general and specialist paediatricians at both consultant and trainee level. The book is divided into five parts. Part I provides a practical approach to acute and non-acute clinical problems. Part II provides detailed information about common and more rare clinical conditions. Part III provides useful information on supportive care, including for example, use of non-invasive ventilation and the care of a child with a tracheotomy. Part IV gives details on how to perform several practical procedures, such as ciliary brush biopsy, flexible bronchoscopy, and inserting a chest drain. The appendices provide information on lung function testing and tables of age-corrected normal values for several respiratory parameters. Written by three consultants in paediatric respiratory medicine, their expertise in the subject provides all levels of paediatricians with practical guide on a subject that is increasingly relevant in paediatrics. Authors: Jeremy Hull, Julian Forton, and Anne Thomson ________________________________________ MedHand Mobile Libraries offers a SUBSCRIPTION FREE application without edition upgrade. MedHand is the exclusive partner of Oxford University Press, publishing the latest editions of their Medical Handbooks in digital format. MedHand offers the most trusted and well recognized medical guidelines provided by excellent publishers. MedHand delivers what you need, trusted knowledge at the point of care!";1
"The Dexcom Follow App is part of the Dexcom SHARE system. Use this app if your loved one is sharing data from their Dexcom CGM app. The Sharer will need to send an invitation to allow you to connect after you have installed the Follow app. Dexcom Follow is the perfect companion to your loved ones Dexcom CGM, connecting you to those nearest and dearest to you, even when theyre far away. Through secure wireless connections, Dexcom Follow allows you to view and follow the glucose levels, trends and data of your loved ones. Whether you have a child who is in school, an elderly parent who lives on their own, or a spouse who is going on a business trip, Dexcom Follow is there to keep you connected and informed. With Dexcom Follow, you can:  Monitor your loved ones glucose activity at school or anywhere they go.  Receive glucose information of up to 5 different Sharers  children, friends, or other loved ones.  Respond quickly with the help of customizable glucose alerts and push notifications that can inform you when a Sharers glucose levels are outside the norm. Dexcom Follow is compatible with your Apple Watch. You can follow and view glucose information and trend graphs of up to five people right on your wrist. Your watch can also alert you when sharer's glucose levels are outside the norm.";1
"The days of searching for workouts are no more! Leave the thinking to Updown. Get instantly matched with workouts created by fitness professionals based on your experience, workout preferences, and equipment. Workouts range from yoga to bodybuilding so you're never stuck with the same repetitive routines. View and perform your workouts by following with live exercise videos and timers. Updown automatically adjusts your weight values to match your strength levels. Already have a workout plan? Create your own routines from our database of 1800+ exercises. Subscribe to workout channels that you like to easily view all of their workouts. Access all of your body and workout stats in one place. Connect your wearable devices for further stat tracking. Change the world by changing yourself. When you complete workouts in Updown, we donate to different health related causes around the world. _________________________________________ Why upgrade to Updown Plus? 1. Disable ads 2. Create unlimited custom workouts 3. View all workout history 4. Fund 10 athletic programs each month to children in India 5. Priority customer support Updown Plus is available through a $5 monthly subscription and a $50 yearly subscription. Subscriptions are auto-renewing and can be cancelled at any time. _________________________________________ Updown  connect with your perfect workout. Get the results you want without the hassle of searching by downloading Updown Fitness for free! As seen on Discovery Channel, Tech.co, and AppAdvice.";0
"Do you track your activities, mindfulness, water and sleep? Do you want to connect, compare and compete with others? Do you want to get rewarded for staying fit, healthy and happy? Great! You're in the right place... ALL THE ACTIVITIES We support running, cycling, walking, swimming, rowing, hiking, surfing, skiing, snowboarding, HIIT workouts, CrossFit workouts and yoga. You can earn reward points from all of these activities! And now we also support mindfulness, water and sleep. JOIN AND CONNECT You join with your Facebook or email and once logged in you connect your activity tracker(s). You might use more than one which is fine as we support all the popular ones. FOLLOW AND COMPARE You can follow other users on Fit Link to get an insight into their training. Status updates and activities will show up in your main feed of all the people you follow. Think Twitter for fitness! GET REWARDED Activities tracked with Fit Link are worth points which can be spent on rewards. When you first start, most rewards will be locked so you have to track some activities to unlock them, which can get quite addictive! ACTIVITY INSIGHT We pull in the activity stats including calories, pace, distance, times, heart rate and maps. You can upload a picture to your activity and share those proud moments on social media. SHARE AND LEARN Its all about sharing your progress, moments, advice, tips and pictures with the community so we can learn from each other. GLOBAL COMMUNITY We are a global community of like-minded users powered by activity trackers and wearable technology allowing us to connect, compare and compete plus get rewarded for staying fit, healthy and happy. Join us. FIT LINK FOR BUSINESS Fit Link for Business empowers corporates to create a data-powered employee and workplace wellness solution that promotes and rewards healthy habits that have a positive effect on the companies bottom line. *Apple Health Fit Link works with Apple Health so if you have your activity tracker connected and syncing with Apple Health then that means they will also work with Fit Link. Here's a list of known activity trackers that when connected with Apple Health, will work with Fit Link App. Wearables and watches we work with...  Apple Watch  Garmin Connect Mobile  Withings Activit  Huawei TalkBand B2  Misfit Flash Activity Tracker  Misfit Shine 2  Xiaomi Mi Band 1S Pulse  Pebble Time Round Activity apps we work with...  Strava  RunKeeper  Apple Health  Endomondo  MapMyRun  Nike+ Run Club  Human  Runtastic  Zombie, Run!  Wahoo Tickr X Heart Rate Monitor  Reddit 3 Sleep Monitor  7 Minute Workout  DailyBurn  Carrot Fit  Fjuul  Dance Party  Get Moving  PEAR - Personal Fitness Coach  Trails  Zova Workout & Fitness Trainer  UP  Smart Coach for Health  Pocket Yoga  Yoga - Poses & Classes Nutrition apps we work with...  Lark - 24/7 Health Coach  Weight Watchers  Lifesum: Healthy lifestyle app  MyFitnessPal  Yummly Recipes & Recipe Box  My Diet Coach - Weight Loss Sleep apps we work with...  Sleep Cycle alarm clock  Beddit Sleep Monitor  AutoSleep. Auto Sleep Tracker for Watch  Sleep Tracker: Auto Sleep Tracking Watch Monitor  Pillow: Smart sleep tracking Mindfulness apps we work with...  Calm  Headspace: Guided Meditation  Happier  Pacifica for Stress & Anxiety  Simple Habit - Meditation Fit Link App is not an activity tracker replacement - we're here to make your activity tracker and wearable tech, better.";0
"Who does not recognize the difficulty to get and keep a comprehensive overview of all the diagnostic and classification criteria in rheumatology. Many sets have been newly published or older ones updated over the last years. In the era of evidence based medicine, it is important to have them ready at hand at all times. This App aims at closing the gap between publication of the criteria and having them available directly and provides them in a compact, comprehensive and mobile way. All physicians working in rheumatology, clinicians, trainees, clinical researchers and health care professionals will love this App.";1
"Would you like faster reimbursements for your health expenses? Scan and send them directly to DKV. Manage your entire familys health insurance on your smartphone. Add Medi-Cards, declare a hospital admission, submit health expenses, with this App, you can do it wherever, whenever. With the DKV App you have your Medi-Card with you, but also vital information accessible to emergency services, and addresses for Medi-Card hospitals in Belgium. If you are abroad DKV Assistance is only a click away. The App also helps you remember to take your medication. DKV. The best care. For life.";0
"Are you interested in fasting, but with food? Have you decided to try ProLon, the first meal program of its kind that mimics the protective and rejuvenating effects of water only fasting? ProLon is the only Fasting Mimicking Diet (FMD) based on the research done by Professor Valter Longo at the Longevity Institute at the University of Southern California. It is a 5-day plant-based meal plan that mimics the beneficial effects of fasting while still providing the body with the nutrition it needs. The diet includes soups, crackers, bars, drinks and supplements, all designed to facilitate healthy changes. When you use the ProLon app, youll get helpful information about fasting, support throughout the 5-day ProLon fasting diet, and also valuable resources and tools for the weeks in between your fasts. Track your progress before and after you complete multiple ProLon cycles in the app, including weight management and biomarker results from testing you do with your health care provider. Finally, you also can connect the ProLon app with many other health apps you may already be using. Change your health one day at a time with the ProLon app!";1
"The best Push up app is coming with its unique design and powerful function. This is a real personal fitness trainer. This is a cool body builder. Push ups not only helps counting the number of push-ups you do, but also calculates the calorie you lose during every excise and makes the training plan based on your daily training and body status. In training mode, the app will make a reasonable training plan based on your age and body status. The plan will be divided in to six levels with each level containing several groups of push ups. Training plan for next group or level will be based on your current training result. In each new level the app will re-evaluate your body status to make sure the plan is customized. You can not only count the push ups using proximity sensor but also enter the training data manually. Check out how this app helps you build up your body through doing pushup. It will not disappoint you. Features: * Touch Screen Counting * Enter training data manually * Graphs and Statistics * Training mode * Freestyle Mode";0
"Whether you have had difficulties falling asleep or cant sleep, or you wake and lie there watching the clock, Sleep Well can help to retrain your sleep habits and encourage restful sleep. The soothing voice of Tamsin Cooper who has helped thousands of people overcome insomnia in her 20 years in hypnosis will now help you to sleep. Whether your sleep problems are short term, erratic, or you have suffered a lack of sleep for a long time, allow Tamsins soft voice to lull you into a perfect state of deep relaxation and peaceful sleep. Tamsin is a successful Professional Hypnotherapist and runs a busy Hypnotherapy practice in Bedfordshire, England, her clients have been mainly UK based, but now she is reaching out with her beautiful Sleep Well hypnosis meditation to help you too. Also included is a free hypnosis meditation, 31 Ways to a Happier Mind and Body packed full of life changing coping mechanisms and strategies to help you to deal with many of lifes issues including stress, anxiety, confidence and much more, plus you can also download more of her self help audio hypnotherapy available as inApp purchases. Using the very best in sound production it is recommended to listen to your hypnosis meditation with earphones or headphones, so, just download, lie back, close your eyes and allow yourself to just softly drift away into a perfect and relaxing sleep.";1
"StandUp! is an ergonomic workplace mat that distributes the load on the feet, so that you have the energy to stand up at work and use your standing desk. Standing up is actually comparable with jogging, and compare is precisely what our StandUp! app does. How many more calories have been burned off while you were standing? How much jogging does it correspond to? You can share your results on Facebook and challenge your friends. This is how it works. The body's energy expenditure is dependent on physical activity, but also on body weight and gender, and that's what you should enter first under settings. You can then enter how long you have been standing up whenever you want and have the time converted to the number of additional kCal you have burned off while standing, and how many km of jogging it corresponds to. The results are based on MET (Metabolic unit), which calculates consumption of kCal per hour and kilo of body weight.";0
"The Huddy ED SizeIt app takes you through multiple screens that allows you to document your unique patient care data, operational variables, and additional space variables for such items as in-department imaging, staff support areas and administrative offices. Based on your unique data, patient types, future volume projections, and sizing variables, the app will define a range of patient care spaces and overall departmental gross square footage. This is an excellent tool to start your planning process as you begin to set the appropriate scope for your future emergency department project. Developed by Re:Creative Studios, LLC";0
"A Modular Table Top Solution for Orthopedic Trauma Procedures Including IM Nailings and Hip Pinnings. The Mizuho OSI Orthopedic Trauma Top, in conjunction with the Mizuho OSI Advanced Control Base, comprises the Orthopedic Trauma System (OTS). This device is intended for and designed to provide patient comfort and enhanced patient positioning for orthopedic surgery. The OTS is capable of pulling both skin and skeletal traction. It is designed for adult and pediatric patients with body weights less than 500 lbs. This application provides simplified table set up instructions for the OTS. It includes visual references, set-up instructions, and assembly instructions for the device. Users must read and understand the Orthopedic Trauma Top and the Advanced Control Base Owners Manuals before using this device. This material is intended for healthcare professionals only. If you are not a healthcare professional, please consult your doctor for additional information regarding use of this product.";1
"Journal of Educational Evaluation for Health Professions (JEEHP, eISSN 1975-5937) is an international peer-reviewed online journal publishing research articles. It aims to increase the quality of educational evaluation in the various fields of health professions that undertakes the medical health of people by providing research information with easy access via web. JEEHP especially focused on the Nation-based licensing examinations, national or international program of education, application of the psychometric tools, computerized testing, computer-based or web-based learning and certification of the licensing in the world in the following professions";0
"This is the mobile app for Phoenix Orthopaedic Consultants, an orthopedic medical practice located in northwest Phoenix Arizona. With this app our patients can get more information about our practice and also interact with our staff. The app includes information about our providers and locations including directions. The app also allows patients to request appointments, prescription refills, and send messages to our staff about any questions in a fully hipaa-complaint fashion.";0
"Remote Exam app for doctors who want to get their claims paid fast. 1. Preloaded appointments for the day. 2. Easy charge number and diagnostic code lookup. 3. Stores patient notes for submission when there is internet access. 4. Secure data transmission. 5. Easy to use.";0
"Mama Map is an app that allows you to find nursing rooms and baby changing rooms quickly anywhere in Japan. Facilities in Japan are extremely clean, offering a large number of nursing rooms with amazing services. We hope you will use them if you are visiting Japan with your baby. What you can do with the nursing room search app Mama Map Do a search to find available nursing rooms and baby changing rooms at train stations, specific areas, or institutions. The app also allows you to search for hot water available for preparing baby milk, so you can travel around easily carrying baby milk powder. You can also find out other detailed information such as: -Strollers for rent -Baby chairs -Kids' areas (play areas) -Microwaves for warming up baby food -Sinks/washbasins -Trash cans for diapers -Wide spaces -Vending machines -Devices for measuring weight and height";1
"CaringOnDemand for caregivers. Turn your spare time into earnings with the new caregiver app. Work when you want and earn extra cash. Easy activation To activate your app, contact your provider. If your agency does not offer the CaringOnDemand home care program, have them contact us at (800) 652 7075. A smarter way to earn Schedule visits around your life. Plan your days easier with estimated times until your next request and a forecast of client activity in your area over the next 24 hours. The support you need Take the fear out of your first trips  you will have training at your local office. Get the help you need with an easy in-app tool to report issues or ask questions.";0
"Perform cleaning inspections on your Apple Device. TRAKKAR Mobile Tools works in conjunction with TRAKKAR. Users can create cleaning inspections then sync them to their Apple Devices, perform the cleaning inspections and sync the results back to their database.";0
"ONLY USEABLE BY CURRENT MEMBERS OF OUR SERVICES Access your DCI MindFit Library account for easy streaming and caching of Self-Mastery Technology SMT audio-sessions use Strategic Mind Messaging by Patrick K. Porter, PhD and some of the world's leading peak performance coaches guiding you to achieve your loftiest goals. DCI MindFit's sessions are each uniquely encoded with NeuroSensory Algorithms (NSAs). to accelerate brain wave entrainment, helping you de-stress and live life more fully. People who practice regular brain wave training with NSAs operate in the best brain wave mode for both creativity and concentration. Listeners achieve a profoundly relaxed state that calms the mind and produces the healthy neuro-chemistry that enhances focus, learning, achievement, and healing. At the same time the brain is kept active and fit. If you are the type who likes to get things done, SMT can transform you into a mental powerhouse with the right mindset, motivation, and energy to accomplish just about anything. Strategic Mind Messaging is also a key component to SMT. This is the process of using spoken- word messages to produce positive visualizations. Visualization is the primary component of the imagination and is at the core of the human ability to create, innovate and dream. Many of history's inventors and artists attribute their success to an exceptional ability to visualize. Thomas Edison, Nikola Tesla, Henry Ford, Einstein and the great composer, Chopin, all reported using creative visualization to spark their imaginations. Creative visualization can transport you out of a state of stress or fear, and into a new space of inner calm, peace and tranquility. A natural byproduct of creative visualization occurs when the body goes loose and limp, thereby creating the relaxation responsethe perfect state for learning, healing, or focusing on goals. Additional Features: Either stream or access purchased sessions, save unlimited files for offline use (SMT) audio-sessions encoded with NeuroSensory Algorithms.";1
"Journal of Minimally Invasive Spine Surgery & Technique (JMISST) is the official journal of the Korean Minimally Invasive Spine Surgery Society (KOMISS) for the publication of research results about minimally invasive spinal surgery (MISS), including studies in spinal endoscopic surgery, minimally invasive procedure for degenerative spine disease, pain intervention, and minimally invasive surgery for spinal fusion or spine trauma, neuroscience, neurology, molecular biology and biomechanics etc. Articles with helpful information for MISS such as reports of rare cases or technical review of special devices or equipment are also available.";1
"CIT (Cancer ImmunoTherapy) is an application developed by Roche. It contains update cancer immunotherapy scientific information. This platform is intended for the exclusive use by Healthcare Professionals in Taiwan. It is designed to unsolicited provide scientific updated related to cancer immunotherapy and provide clinical supporting tool related to cancer immunotherapy treatment. It features personalized and interactive design to facilitate the scientific exchange.";1
"Communication between a doctor and a patient has never been so easy! Consento connects you with your doctor and with many other physicians. Consento gives you:  Maintaining health information for your entire family in one place  A digital health record for each member of the family  Appointment booking with your GP or with other physicians  Online consultations with a doctor - written or by phone - 24 hours a day / 7 days a week  Notifications of upcoming appointments or uploaded documents in your dossier  Ability to upload to the dossier and read out laboratory results  A personal diary of the patient with the possibility of follow-up by a doctor  An e-wallet with credits that you receive as bonuses from doctors or to buy yourself  GDPR-compliant personal data management A detailed description of how to work with the app can be found here: https://consento.bg/step-by-step-mobile/ Answers to frequently asked questions can be found here: https://consento.bg/faq/ Consento vision is to provide a modern information platform for health models, data and services for this to bring together all stakeholders responsible for people's healthcare - doctors, medical and healthcare professionals administrative staff, patients and parents. We believe to be a leader in cloud-based healthcare platforms in 21st century for Bulgaria and Europe. https://consento.bg";0
"The best way to learn and remember a disease is to view the [Bloody Scary n Real] disease pictures - That is what ""Real Disease"" is all about. [Caution] This app contains disease pictures that you may feel uncomfortable with, but it is just the best way for you to learn eponymous disease. If you are a medical student, a medical provider or a nurse for any length of time, you will come across eponyms. Eponyms are diseases, disorders, procedures or equipment that is named for some person. For example, you will not be asking for a indwelling urinary catheter, you will be asking for a Foley catheter. When a patient went to the operating room for a pancreaticoduodenenectomy, modified or not, it was not called that, it was called a Whipples surgery. If a patient was at doctors and s/he said, your tests have come back, it would be unlikely for her to say you have an inflammatory B-cell lymphoma, rather she would say, you have Hodgkins disease. Eponyms are a longstanding tradition in Western science and medicine. Being awarded an eponym is regarded as an honor: ""Eponymity, not anonymity, is the standard."" The scientific and medical communities regard it as bad form to attempt to eponymise oneself. To discuss something, it must have a name. At a time when medicine lacked tools to investigate underlying causes of many syndromes, the eponym was a convenient way to label a disease. Some diseases are named after the person who first described the conditiontypically by publishing an article in a respected medical journal. Rarely, an eponymous disease is named after a patient, examples being Lou Gehrig's disease, Hartnup disease, and Mortimer's disease. There are at least two eponymous disorders which follow neither of these conventions: Fregoli delusion, and Munchausen syndrome.";0
"Photorespiration Tutor is an app designed to help you learn the chemical reactions involved in photorespiration, also known as the oxidative photosynthetic carbon cycle or C2 photosynthesis. Photorespiration involves a complex network of enzyme reactions that exchange metabolites between chloroplasts, leaf peroxisomes and mitochondria. You will learn the names and structures of each reactant, each product, each coreactant, and each byproduct. You will learn the names of each enzyme responsible for each reaction and in which organelle those enzymes are located. You will learn also in which organelle each metabolite translocation enzyme resides. Excellent study aid for your plant phsyiology and botany courses.";1
"Medical resource for Junior Doctors and Orthopaedic Healthcare Professionals working at the Chelsea and Westminster NHS Foundation Trust Trauma and Orthopaedic Department. Employment at the Chelsea and Westminster Hospital is required before registration to use the app will be approved. This is managed via registration and NHS Email verification once the app is installed.";1
"Welcome to the Center for Optimal Movement app! Log on to access your personalized physical therapy Home Exercise Program on your mobile device. ****You must be a Center for Optimal Movement patient to gain access. Please speak with your PT to get a unique login to access your personalized Home Exercise Program. If you would like to schedule a consultation or speak to a physical therapist directly then visit www.centerforoptimalmovement.com, call 858-769-1121 or email neil@moveoptimally.com!****";0
"Medical Math is for those who want to practice and refine their dosage calculation skills. An effective tool for any healthcare student! Over 70 questions (with solutions provided). Practice calculating: -common conversions -oral medications -parenteral doses including reconstitution -IV rate calculations (mL/hr and gtt/min) -IVPB and IVP -pediatric doses based on weight If you like this app, please rate it! We appreciate your review and feedback.";0
"The AO North America Event app is a resource for you while attending one of our courses. You can stay up to date and informed about our current and future events right at your fingertips. Designed as your single go-to source, you can: view schedules, course materials, venue information and faculty bios. You can access your CME directly from the app.";0
"That's how I feel is an app designed to help non-verbal children and adults express their feelings using Smarty Symbols. The feelings are organized into three groups: 1. Positive feelings; 2. Neutral feelings; 3. Negative feelings; The feelings are associated with a color to aid students into understand the duality of positive/happy feelings versus negative/sad feelings.";1
"Pocket Lower Extremity Anatomy App was made for Podiatry Students and any other Medical Professionals looking to master anatomy pertaining to the lower extremity. This app contains an easy to navigate photo atlas for Lower Extremity Anatomy with 100+ high-res diagrams that were optimized for Retina high definition displays. Users have the ability to Hide/Show Text on diagrams to aid in self study and many diagrams support quick links to related views. Now with a newly added quiz mode that features challenging questions. Features of this app: - Easy to navigate interface - 100+ Diagrams with the ability to zoom in/out and hide and show labels. Includes individual bones, ligaments, muscle systems, arteries, nerves, and veins - 270+ Unique quiz questions that ask primary and second order questions to prepare for both written or practical style exams - Muscle Tables with actions, origins, insertions, blood supply, and nerve innervation for every muscle in the lower extremity. For questions, comments, or support email pocket.lea.app@gmail.com";1
"Pererro App is designed to work specifically and exclusively with pererro hardware allowing you to customise many features and settings to suit your individual requirements. pererro is an advanced interface device which allows access to Apple iOS devices via a switch, permitting you to utilise the majority of features on the device such as Phone, Messaging, Email & Social Networking applications without the need to touch the screen. Using a single switch, you are able to scan through the on screen selections and select your desired function. pererro also has an Audible Menu which permits the following functions; Select  Selects the current highlighted cell Home  Replicates the physical pressing of the home button Reverse scan  Reverses the direction of the scan Beginning  Restarts the scan at the first available cell on the screen Escape  Exits current menu Swipe left  Replicates a finger swipe to the left Swipe Right  Replicates a finger swipe to the right Swipe Down  Replicates a finger swipe Down Swipe Up  Replicates a finger swipe Up pererro has two scan modes; Auto Increment & Press to Increment enabling you to continue using a familiar scanning method. The pererro hardware connects to the 30-pin dock connector and is powered directly from your iOS device meaning that there is no external power source or Bluetooth battery drain. Using a micro USB you can even charge your iOS device without disconnecting pererro! Settings which are customised using the Pererro app are stored on the hardware unit meaning that once you have chosen your desired settings you can use the hardware on multiple iOS devices without having to re-configure the settings or download the Pererro app on multiple devices. Pererro has been designed to integrate with ""Apple iOS VoiceOver"", therefore functionality of third party Apps will depend on their design/integration with VoiceOver. If you wish to purchase the pererro unit please contact RSLSteeper.";0
